Ticker,Company Name,Industry,Market Cap,1 Yr,3 Yr,5 Yr,Total Revenues,Gross Profit Margin,EBIT Margin,Net Income Margin,Net Debt/EBITDA,P/E,P/B,P/Revenue,ROIC,Dividend Yield
NYSE:MMM,3M Company,Industrials,69104.24,-29.6,-24.2,-39.7,35355.0,46.9,22.0,16.7,1.4x,11.85,4.56,1.96,22.0,5.0
NYSE:AOS,A. O. Smith Corporation,Industrials,8744.87,-32.1,27.1,2.0,3538.9,37.0,17.2,13.8,-0.6x,18.95,4.93,2.59,32.0,1.9
NYSE:ABT,Abbott Laboratories,Health Care,191426.96,-20.7,32.6,108.9,43075.0,58.1,21.4,16.4,0.7x,27.87,5.41,4.52,17.0,1.7
NYSE:ABBV,AbbVie Inc.,Health Care,285707.16,24.0,109.7,110.8,56197.0,71.3,37.2,20.5,2.3x,25.06,18.55,5.09,18.0,3.3
NYSE:ACN,Accenture plc,Information Technology,168039.86,-34.8,32.1,87.3,62376.95,32.0,15.3,11.3,-0.2x,24.24,7.31,2.7,37.0,1.6
NasdaqGS:ATVI,"Activision Blizzard, Inc.",Communication Services,59909.97,15.7,31.1,24.6,8803.0,73.7,37.9,30.7,-1.9x,22.25,3.39,6.76,27.0,0.6
NasdaqGS:ADBE,Adobe Inc.,Information Technology,156452.8,-40.7,2.0,92.0,17606.0,87.7,34.6,27.0,-0.2x,33.32,11.14,8.98,40.0,
NYSE:AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,8643.56,-36.5,-2.7,56.9,10997.99,44.8,8.2,5.6,2.8x,15.4,2.89,0.86,13.0,2.2
NasdaqGS:AMD,"Advanced Micro Devices, Inc.",Information Technology,104432.31,-55.0,41.2,530.1,16434.0,48.2,22.2,19.2,-0.7x,25.2,10.43,4.78,61.0,
NYSE:AFL,Aflac Incorporated,Financials,44731.47,26.4,47.0,85.0,22106.0,41.2,25.2,19.6,0.9x,11.26,1.41,2.19,4.0,1.8
NYSE:A,"Agilent Technologies, Inc.",Health Care,44307.18,-5.5,79.0,132.1,6445.0,54.0,22.7,18.7,1.0x,37.97,8.72,7.03,19.0,0.5
NYSE:APD,"Air Products and Chemicals, Inc.",Materials,68429.93,3.9,40.4,111.2,10942.0,28.9,21.3,19.9,1.0x,32.38,4.94,6.25,11.0,1.9
NasdaqGS:AKAM,"Akamai Technologies, Inc.",Information Technology,13255.53,-28.0,-2.4,29.6,3461.22,63.3,23.3,18.8,0.6x,21.45,2.99,3.96,12.0,
NYSE:ALK,"Alaska Air Group, Inc.",Industrials,5446.42,-17.6,-36.3,-38.8,6176.0,15.2,-4.1,7.7,7.1x,11.39,1.42,0.87,-3.0,
NYSE:ALB,Albemarle Corporation,Materials,25405.75,-6.6,206.4,81.1,3327.96,30.3,18.4,3.7,2.4x,204.58,4.51,7.55,7.0,0.7
NYSE:ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,23902.59,-32.6,-2.2,28.2,2126.41,70.7,24.9,26.9,6.8x,38.13,1.42,10.06,2.0,3.1
NasdaqGS:ALGN,"Align Technology, Inc.",Health Care,16473.89,-67.9,-24.4,-5.1,3952.58,74.3,24.7,19.5,-1.1x,21.76,4.58,4.21,33.0,
NYSE:ALLE,Allegion plc,Industrials,9246.55,-19.3,-12.1,40.4,2867.4,42.0,18.9,16.8,1.9x,19.71,12.23,3.3,26.0,1.4
NasdaqGS:LNT,Alliant Energy Corporation,Utilities,13858.92,-7.4,10.1,50.4,3669.0,42.4,21.4,18.0,5.5x,20.99,2.31,3.76,4.0,2.9
NasdaqGS:GOOGL,Alphabet Inc.,Communication Services,1145003.89,-39.1,31.7,67.5,257637.0,56.9,30.6,29.5,-1.2x,15.73,4.64,4.57,28.0,
NasdaqGS:GOOG,Alphabet Inc.,Communication Services,1145003.89,-38.7,32.7,69.6,257637.0,56.9,30.6,29.5,-1.2x,,,,28.0,
NYSE:MO,"Altria Group, Inc.",Consumer Staples,81920.21,4.4,16.4,-8.5,21111.0,66.0,57.0,11.7,1.9x,34.23,,3.99,44.0,7.7
NasdaqGS:AMZN,"Amazon.com, Inc.",Consumer Discretionary,856938.95,-49.6,-9.1,43.7,469822.0,42.0,5.3,7.1,0.7x,25.92,6.19,1.81,10.0,
NYSE:AMCR,Amcor plc,Materials,17426.77,3.2,24.3,,13588.0,20.0,11.0,7.0,3.1x,19.31,4.03,1.34,12.0,4.0
NYSE:AEE,Ameren Corporation,Utilities,22987.79,2.5,25.2,72.4,6119.0,48.9,24.0,16.2,5.2x,23.16,2.36,3.72,4.0,2.5
NasdaqGS:AAL,American Airlines Group Inc.,Industrials,8266.74,-29.2,-55.5,-74.9,29882.0,6.5,-17.3,-6.7,-11.9x,,,0.27,-10.0,
NasdaqGS:AEP,"American Electric Power Company, Inc.",Utilities,48791.36,10.4,11.2,52.9,16792.0,45.6,21.1,14.8,5.8x,19.14,2.13,2.83,4.0,3.2
NYSE:AXP,American Express Company,Financials,110403.63,-8.5,23.8,59.8,43799.0,61.7,,18.4,,14.75,5.07,2.66,,1.2
NYSE:AIG,"American International Group, Inc.",Financials,46986.06,13.8,34.7,22.2,52043.0,37.5,21.5,18.0,1.8x,5.84,0.79,1.04,3.0,2.0
NYSE:AMT,American Tower Corporation,Real Estate,98643.2,-25.7,-1.7,64.7,9356.9,71.3,38.0,27.4,8.5x,37.43,19.0,10.22,6.0,2.5
NYSE:AWK,"American Water Works Company, Inc.",Utilities,27714.2,-17.9,30.0,81.5,3930.0,54.8,32.4,32.1,5.7x,21.96,3.79,7.06,5.0,1.6
NYSE:AMP,"Ameriprise Financial, Inc.",Financials,33135.12,5.0,98.6,105.7,13443.0,56.4,31.1,20.5,-1.1x,13.54,6.07,2.72,3.0,1.4
NYSE:ABC,AmerisourceBergen Corporation,Health Care,33486.42,26.3,103.9,95.8,221101.1,3.3,1.3,0.7,1.4x,21.49,143.41,0.16,21.0,1.1
NYSE:AME,"AMETEK, Inc.",Industrials,32087.31,-4.3,43.0,99.5,5546.51,34.5,23.6,17.9,1.5x,32.88,4.71,5.82,13.0,0.6
NasdaqGS:AMGN,Amgen Inc.,Health Care,140139.24,20.4,19.1,75.1,25979.0,75.2,35.9,22.7,2.0x,25.55,21.89,5.76,23.0,2.7
NYSE:APH,Amphenol Corporation,Information Technology,45310.5,-12.0,45.1,82.3,10876.3,31.3,19.9,14.6,1.5x,30.33,7.24,4.19,20.0,0.8
NasdaqGS:ADI,"Analog Devices, Inc.",Information Technology,83539.81,-4.9,45.9,102.8,8444.12,64.9,27.7,15.2,1.2x,56.39,2.29,8.48,5.0,1.7
NasdaqGS:ANSS,"ANSYS, Inc.",Information Technology,21045.44,-39.8,-6.1,63.7,1906.72,89.7,27.2,23.8,0.3x,46.82,4.69,11.04,11.0,
NYSE:AON,Aon plc,Financials,62084.84,0.6,47.7,134.3,12193.0,44.9,17.3,10.3,4.0x,54.08,60.76,5.53,15.0,0.7
NasdaqGS:APA,APA Corporation,Energy,15008.17,76.4,89.5,21.9,8025.0,63.3,35.9,12.1,1.7x,18.02,,2.18,26.0,0.5
NasdaqGS:AAPL,Apple Inc.,Information Technology,2066941.77,-26.4,80.7,223.0,378323.0,43.0,30.9,26.6,-0.6x,21.6,29.52,5.69,55.0,0.7
NasdaqGS:AMAT,"Applied Materials, Inc.",Information Technology,82202.33,-37.5,64.3,103.1,24172.0,47.7,32.1,27.1,0.0x,13.56,7.24,3.64,56.0,1.0
NYSE:APTV,Aptiv PLC,Consumer Discretionary,25233.53,-43.5,-1.7,12.3,15618.0,15.6,7.7,3.8,0.7x,48.01,3.02,1.61,11.0,
NasdaqGS:ACGL,Arch Capital Group Ltd.,Financials,23056.03,41.2,46.4,107.5,9249.98,36.3,23.8,23.3,0.9x,12.0,1.86,2.66,6.0,
NYSE:ADM,Archer-Daniels-Midland Company,Consumer Staples,51005.68,40.0,116.1,166.5,85249.0,7.0,3.4,3.2,2.4x,19.38,2.31,0.61,8.0,1.6
NYSE:ANET,"Arista Networks, Inc.",Information Technology,37081.24,-15.6,138.6,106.0,2948.04,63.8,31.4,28.5,-3.4x,46.14,9.38,12.62,23.0,
NYSE:AJG,Arthur J. Gallagher & Co.,Financials,39751.77,12.4,106.5,224.4,7974.4,36.9,17.3,11.4,3.2x,43.14,4.62,4.79,8.0,1.0
NYSE:AIZ,"Assurant, Inc.",Financials,6607.1,-18.3,0.9,37.3,10187.6,10.8,9.0,13.4,0.2x,12.26,1.27,0.73,15.0,2.1
NYSE:T,AT&T Inc.,Communication Services,131193.13,5.8,-23.6,-13.5,134038.0,54.9,25.9,15.0,3.6x,6.66,0.79,0.78,8.0,11.5
NYSE:ATO,Atmos Energy Corporation,Utilities,15803.66,9.6,7.9,46.6,3505.8,48.2,24.8,19.9,5.6x,21.17,1.83,4.2,5.0,2.3
NasdaqGS:ADSK,"Autodesk, Inc.",Information Technology,40320.47,-33.5,1.9,78.3,4386.0,91.7,16.4,11.3,1.6x,83.42,48.02,9.36,20.0,
NasdaqGS:ADP,"Automatic Data Processing, Inc.",Information Technology,99085.76,-1.3,49.0,125.9,15696.6,44.9,22.8,17.5,0.4x,36.97,19.89,6.43,43.0,1.6
NYSE:AZO,"AutoZone, Inc.",Consumer Discretionary,46279.52,17.6,107.0,246.7,16568.39,51.6,19.6,14.6,2.5x,20.68,,2.92,49.0,
NYSE:AVB,"AvalonBay Communities, Inc.",Real Estate,22566.08,-33.9,-14.6,7.1,2310.13,63.0,27.1,43.5,5.7x,22.47,2.06,9.75,3.0,3.9
NYSE:AVY,Avery Dennison Corporation,Materials,14655.39,-15.1,45.2,71.9,8408.3,27.5,12.5,8.8,2.5x,20.5,7.77,1.78,19.0,1.5
NasdaqGS:BKR,Baker Hughes Company,Energy,29573.34,26.0,27.2,8.9,20502.0,19.7,7.8,-1.1,1.0x,,1.81,1.19,7.0,2.5
NYSE:BALL,Ball Corporation,Materials,16053.88,-46.2,-18.7,41.4,13811.0,19.7,10.4,6.4,3.6x,19.3,4.5,1.21,11.0,1.4
NYSE:BAC,Bank of America Corporation,Financials,265702.96,-23.8,0.7,25.1,93707.0,,,34.1,,9.28,1.09,3.0,,2.4
NYSE:BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,9625.39,-38.4,199.2,2.3,7882.0,48.9,25.5,16.9,1.7x,10.7,,1.44,69.0,1.1
NYSE:BAX,Baxter International Inc.,Health Care,25695.04,-39.6,-36.4,-16.0,12784.0,41.1,16.3,10.0,5.2x,20.15,2.82,2.0,8.0,2.1
NYSE:BDX,"Becton, Dickinson and Company",Health Care,72289.35,5.2,-0.1,30.2,18534.0,44.6,12.0,9.5,3.5x,44.17,3.0,3.67,5.0,1.3
NYSE:BRK.B,Berkshire Hathaway Inc.,Financials,681920.93,3.3,36.4,55.8,276203.0,41.6,41.6,32.5,-0.2x,,,,14.0,
NYSE:BBY,"Best Buy Co., Inc.",Consumer Discretionary,17747.62,-17.5,0.6,36.1,51761.0,22.5,5.8,4.7,0.3x,8.15,6.04,0.38,66.0,3.7
NasdaqGS:BIIB,Biogen Inc.,Health Care,39876.87,15.4,-6.7,-13.1,10981.7,80.8,31.2,14.2,0.8x,26.63,3.74,3.76,19.0,
NYSE:BIO,"Bio-Rad Laboratories, Inc.",Health Care,12540.75,-44.3,13.6,76.2,2922.55,56.9,19.3,145.6,-0.9x,2.99,0.92,4.29,3.0,
NasdaqGS:TECH,Bio-Techne Corporation,Health Care,13009.64,-35.7,52.8,162.7,1029.58,68.2,26.4,20.4,0.2x,64.58,7.65,12.57,14.0,0.4
NYSE:BLK,"BlackRock, Inc.",Financials,106433.09,-20.4,51.6,56.7,19374.0,50.7,38.6,30.5,0.0x,18.54,2.85,5.57,6.0,2.3
NasdaqGS:BKNG,Booking Holdings Inc.,Consumer Discretionary,78171.48,-16.0,-1.9,16.0,10958.0,80.1,24.1,10.6,-0.8x,71.54,13.4,7.55,31.0,
NYSE:BWA,BorgWarner Inc.,Consumer Discretionary,9424.7,-9.2,-2.4,-14.3,14838.0,19.2,9.8,3.6,1.2x,17.97,1.39,0.65,13.0,1.7
NYSE:BXP,"Boston Properties, Inc.",Real Estate,10593.48,-38.6,-44.4,-37.5,2865.88,63.7,34.0,17.6,7.7x,21.32,1.81,3.68,5.0,5.8
NYSE:BSX,Boston Scientific Corporation,Health Care,66273.04,8.9,2.3,86.6,11888.0,68.4,15.3,8.8,2.6x,67.06,3.97,5.54,7.0,
NYSE:BMY,Bristol-Myers Squibb Company,Health Care,159703.45,19.0,22.9,36.8,46385.0,79.9,21.6,15.1,1.4x,23.06,4.36,3.45,13.0,2.8
NasdaqGS:AVGO,Broadcom Inc.,Information Technology,233652.68,-13.3,96.6,159.3,28501.0,74.5,34.7,27.5,1.9x,31.88,9.98,8.07,17.0,2.8
NYSE:BR,"Broadridge Financial Solutions, Inc.",Information Technology,15781.11,-25.3,14.3,61.0,5373.9,28.0,12.9,10.0,3.7x,29.35,8.96,2.9,10.0,1.8
NYSE:BRO,"Brown & Brown, Inc.",Financials,16135.18,-18.4,47.5,131.1,3050.3,46.3,28.1,19.2,1.5x,27.52,3.83,5.27,13.0,0.7
NYSE:BF.B,Brown-Forman Corporation,Consumer Staples,31484.12,-8.9,1.6,30.5,3749.0,60.4,29.9,21.5,1.3x,39.1,12.48,8.39,24.0,1.1
NasdaqGS:CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,10777.48,-13.1,25.2,15.0,23102.14,7.0,4.7,3.7,1.7x,14.51,5.85,0.53,27.0,2.3
NasdaqGS:CDNS,"Cadence Design Systems, Inc.",Information Technology,44066.12,-13.8,131.6,284.1,2988.24,89.7,26.1,23.3,-0.7x,64.26,16.22,14.7,33.0,
NasdaqGS:CZR,"Caesars Entertainment, Inc.",Consumer Discretionary,8925.95,-55.5,-30.2,25.5,9570.0,51.4,17.8,-10.6,9.2x,,1.99,0.92,5.0,
NYSE:CPT,Camden Property Trust,Real Estate,11918.36,-35.6,15.3,41.8,1165.12,61.6,20.4,26.1,3.9x,37.78,3.0,9.79,3.0,3.0
NYSE:CPB,Campbell Soup Company,Consumer Staples,16994.78,34.8,26.1,38.7,8302.0,31.5,17.2,11.1,2.8x,18.67,5.12,2.07,15.0,2.6
NYSE:COF,Capital One Financial Corporation,Financials,35482.7,-34.6,-4.9,1.8,32379.0,,,38.3,,3.45,0.68,1.27,,2.2
NYSE:CAH,"Cardinal Health, Inc.",Health Care,20150.24,54.1,69.0,50.6,171286.0,3.8,1.0,0.3,1.0x,39.95,21.34,0.13,13.0,2.5
NYSE:KMX,"CarMax, Inc.",Consumer Discretionary,9621.8,-53.2,-30.5,-5.1,33050.78,11.0,2.6,1.7,16.0x,17.04,1.75,0.29,4.0,
NYSE:CCL,Carnival Corporation & plc,Consumer Discretionary,9995.14,-59.9,-84.0,-86.8,12169.0,31.3,-32.4,-50.1,-19.1x,,1.44,0.78,-10.0,
NYSE:CARR,Carrier Global Corporation,Industrials,34495.79,-22.7,,,20613.0,29.1,12.5,8.1,2.5x,22.06,5.26,1.74,15.0,1.2
NYSE:CTLT,"Catalent, Inc.",Health Care,8100.16,-64.8,-20.1,9.6,4483.0,34.2,17.3,13.5,3.0x,13.9,1.8,1.73,9.0,
NYSE:CAT,Caterpillar Inc.,Industrials,124669.27,18.6,74.6,72.0,50971.0,25.9,16.2,12.7,2.7x,20.25,7.79,2.56,15.0,1.8
BATS:CBOE,"Cboe Global Markets, Inc.",Financials,13310.13,-2.2,9.7,8.1,3494.8,42.2,23.4,15.1,1.1x,25.5,3.71,3.84,15.0,1.4
NYSE:CBRE,"CBRE Group, Inc.",Real Estate,23788.32,-29.1,25.6,77.7,27746.04,22.2,5.6,6.6,0.9x,14.23,2.94,0.93,12.0,
NasdaqGS:CDW,CDW Corporation,Information Technology,24178.12,-11.7,29.4,172.0,20820.8,17.1,7.1,4.7,4.4x,25.37,34.11,1.19,17.0,1.0
NYSE:CE,Celanese Corporation,Materials,11085.69,-37.8,-11.3,6.4,8537.0,31.4,23.9,22.1,1.5x,5.99,2.64,1.33,21.0,2.7
NYSE:CNC,Centene Corporation,Health Care,46438.96,-0.5,30.4,62.6,118114.0,16.5,3.1,1.1,1.9x,35.97,1.78,0.4,9.0,
NYSE:CNP,"CenterPoint Energy, Inc.",Utilities,18879.77,10.0,19.5,24.6,8352.0,39.9,16.4,17.8,5.8x,31.9,2.19,2.13,4.0,2.2
NYSE:CDAY,Ceridian HCM Holding Inc.,Information Technology,9853.11,-38.6,-5.5,,1024.2,42.6,-2.8,-7.4,66.3x,,4.38,9.42,-1.0,
NYSE:CF,"CF Industries Holdings, Inc.",Materials,16715.34,22.3,92.8,128.5,6538.0,36.5,33.3,14.0,0.7x,20.09,5.52,2.8,23.0,1.4
NYSE:CRL,"Charles River Laboratories International, Inc.",Health Care,11086.46,-42.2,42.6,99.1,3540.16,37.7,17.7,11.0,3.0x,28.67,4.34,3.1,11.0,
NasdaqGS:CHTR,"Charter Communications, Inc.",Communication Services,52618.92,-48.0,-30.1,0.9,51682.0,45.0,21.6,9.0,4.5x,13.86,4.17,1.21,8.0,
NYSE:CVX,Chevron Corporation,Energy,347068.78,58.5,71.6,78.5,161263.0,42.8,13.3,9.7,0.7x,22.05,2.49,2.21,10.0,3.0
NYSE:CMG,"Chipotle Mexican Grill, Inc.",Consumer Discretionary,38462.77,-20.6,65.7,380.1,7547.06,38.5,10.9,8.7,2.3x,60.59,16.96,5.17,16.0,
NYSE:CB,Chubb Limited,Financials,91560.09,16.0,50.4,67.0,40607.0,27.3,18.5,21.0,2.4x,11.45,1.58,2.37,8.0,1.4
NYSE:CHD,"Church & Dwight Co., Inc.",Consumer Staples,19658.23,-20.4,18.7,71.4,5190.1,43.6,19.1,15.9,2.1x,24.28,6.05,3.8,15.0,1.3
NasdaqGS:CINF,Cincinnati Financial Corporation,Financials,16094.1,-7.9,5.4,55.5,9630.0,39.7,38.7,30.6,-0.1x,5.66,1.25,1.71,14.0,2.5
NasdaqGS:CTAS,Cintas Corporation,Industrials,45885.06,3.0,72.9,204.9,8376.54,46.5,20.3,15.4,1.5x,36.77,13.38,5.51,23.0,0.9
NasdaqGS:CSCO,"Cisco Systems, Inc.",Information Technology,195710.03,-22.5,9.1,44.7,51549.0,63.3,27.3,22.9,-0.5x,17.01,5.01,3.89,22.0,3.1
NYSE:C,Citigroup Inc.,Financials,87603.86,-22.1,-36.9,-28.7,74990.0,,,29.3,,4.46,0.49,1.23,,4.6
NYSE:CFG,"Citizens Financial Group, Inc.",Financials,19389.37,-13.4,10.7,13.9,7058.0,,,32.9,,7.63,0.78,2.37,,4.0
NasdaqGS:CME,CME Group Inc.,Financials,60491.88,-22.9,-6.5,35.5,4564.2,100.0,54.5,57.8,0.4x,23.07,2.2,12.88,7.0,2.2
NYSE:CMS,CMS Energy Corporation,Utilities,18381.63,0.2,9.6,54.2,7329.0,36.1,17.9,18.5,5.3x,24.55,2.86,2.5,5.0,2.8
NasdaqGS:CTSH,Cognizant Technology Solutions Corporation,Information Technology,29391.17,-34.5,-3.9,-14.1,18507.0,37.4,15.2,11.5,-0.3x,14.12,2.5,1.63,22.0,1.7
NYSE:CL,Colgate-Palmolive Company,Consumer Staples,65806.53,-5.4,22.8,17.6,17421.0,59.6,21.9,12.4,1.6x,30.9,108.74,3.82,37.0,2.3
NasdaqGS:CMCSA,Comcast Corporation,Communication Services,151189.6,-28.7,-16.9,-2.8,116385.0,67.0,17.9,12.2,2.8x,11.5,1.65,1.38,9.0,2.9
NYSE:CMA,Comerica Incorporated,Financials,8754.17,-20.4,7.0,-6.2,3351.0,,,34.9,,8.01,1.16,2.69,,4.1
NYSE:CAG,"Conagra Brands, Inc.",Consumer Staples,18547.17,17.5,24.5,19.5,12040.9,25.5,15.4,5.7,4.5x,16.98,2.14,1.66,9.0,3.4
NYSE:COP,ConocoPhillips,Energy,147036.39,71.6,104.8,152.5,46660.0,49.2,27.4,17.3,0.7x,19.44,3.38,3.35,17.0,1.5
NYSE:ED,"Consolidated Edison, Inc.",Utilities,33821.98,15.7,18.0,35.1,13676.0,56.1,19.7,9.8,5.2x,24.76,1.68,2.43,5.0,3.3
NYSE:STZ,"Constellation Brands, Inc.",Consumer Staples,42749.92,-6.4,27.6,9.0,9557.3,51.7,32.0,1.1,3.5x,,3.87,5.12,14.0,1.4
NasdaqGS:CEG,Constellation Energy Corporation,Utilities,28192.21,,,,19649.0,14.4,6.6,-1.0,2.2x,,,,3.0,
NasdaqGS:CPRT,"Copart, Inc.",Industrials,29001.91,-19.7,33.9,182.0,3160.13,49.4,41.4,34.5,-0.6x,26.89,7.07,9.13,35.0,
NYSE:GLW,Corning Incorporated,Information Technology,27015.22,-11.6,19.5,14.4,14082.0,36.5,16.3,13.5,1.5x,24.95,2.15,1.88,10.0,3.0
NYSE:CTVA,"Corteva, Inc.",Materials,41997.84,25.6,107.1,,15655.0,41.1,16.8,11.2,-0.8x,24.09,1.68,2.76,9.0,0.9
NasdaqGS:CSGP,"CoStar Group, Inc.",Industrials,31429.01,-2.2,29.2,160.2,1944.14,81.6,22.2,15.0,-4.7x,104.43,5.34,15.59,14.0,
NasdaqGS:COST,Costco Wholesale Corporation,Consumer Staples,202562.3,-19.0,63.0,162.7,231028.0,12.0,3.3,2.5,-0.3x,34.5,9.44,0.88,35.0,0.8
NYSE:CTRA,Coterra Energy Inc.,Energy,19372.64,41.4,67.1,4.5,3449.0,76.3,48.5,33.6,1.0x,10.73,1.7,3.37,9.0,2.6
