Ticker,Company Name,Industry,Market Cap,1 Yr,3 Yr,5 Yr,Total Revenues,Gross Profit Margin,EBIT Margin,Net Income Margin,Net Debt/EBITDA,P/E,P/B,P/Revenue,ROIC,Dividend Yield
NYSE:CCI,Crown Castle Inc.,Real Estate,58738.63,-32.6,5.2,45.0,6340.0,68.6,31.9,17.3,7.4x,50.8,7.1,9.24,5.0,4.1
NasdaqGS:CSX,CSX Corporation,Industrials,65132.62,-16.6,33.3,80.1,12522.0,53.1,41.8,30.2,2.2x,18.44,5.06,5.57,14.0,1.2
NYSE:CMI,Cummins Inc.,Industrials,34168.33,14.1,46.4,57.5,24021.0,23.7,9.6,8.9,0.5x,16.58,4.07,1.46,16.0,2.3
NYSE:CVS,CVS Health Corporation,Health Care,122448.58,-7.6,35.7,47.9,290912.0,17.5,4.8,2.7,3.4x,15.66,1.64,0.42,9.0,2.2
NYSE:DHI,"D.R. Horton, Inc.",Consumer Discretionary,30713.0,-16.8,74.6,85.1,28894.2,27.6,20.2,15.7,0.5x,7.16,2.01,1.11,29.0,0.9
NYSE:DHR,Danaher Corporation,Health Care,193215.86,-19.0,74.9,192.4,29453.0,61.3,27.7,21.8,2.0x,31.23,4.53,6.44,11.0,0.3
NYSE:DRI,"Darden Restaurants, Inc.",Consumer Discretionary,16929.8,-4.8,36.1,63.3,9984.4,19.4,11.0,9.1,3.9x,19.0,8.36,1.72,13.0,3.4
NYSE:DVA,DaVita Inc.,Health Care,6728.07,-34.4,-0.5,3.3,11618.8,31.4,15.2,8.4,4.7x,8.39,9.62,0.68,12.0,
NYSE:DE,Deere & Company,Industrials,127872.21,26.6,157.7,196.0,44440.0,26.5,16.2,12.7,5.4x,23.73,7.39,2.99,11.0,0.9
NYSE:DAL,"Delta Air Lines, Inc.",Industrials,21030.85,-15.9,-43.4,-37.8,29899.0,7.3,-7.3,0.9,-50.1x,74.68,5.39,0.7,-5.0,
NasdaqGS:XRAY,DENTSPLY SIRONA Inc.,Health Care,6842.79,-42.1,-42.0,-49.3,4231.0,55.4,14.8,9.7,2.0x,17.03,1.39,1.64,8.0,1.4
NYSE:DVN,Devon Energy Corporation,Energy,40209.09,50.9,188.7,85.2,13117.0,56.5,25.3,21.4,0.8x,14.68,4.4,3.11,21.0,3.3
NasdaqGS:DXCM,"DexCom, Inc.",Health Care,43739.87,-15.6,107.1,689.3,2448.5,68.6,10.9,8.9,-1.6x,292.23,19.51,17.89,8.0,
NasdaqGS:FANG,"Diamondback Energy, Inc.",Energy,24073.09,35.3,66.3,23.6,6398.0,87.9,48.5,34.1,1.4x,11.12,2.01,3.75,15.0,1.5
NYSE:DLR,"Digital Realty Trust, Inc.",Real Estate,28829.86,-41.0,-7.2,4.9,4426.17,59.8,17.1,38.6,6.6x,16.88,1.65,6.4,2.0,4.7
NYSE:DFS,Discover Financial Services,Financials,26729.68,-13.5,23.6,42.0,11869.0,95.8,,45.9,,5.49,2.28,2.47,,1.9
NasdaqGS:DISH,DISH Network Corporation,Communication Services,7451.12,-56.7,-60.4,-70.6,17881.11,34.4,17.9,13.5,4.5x,3.7,0.48,0.41,8.0,
NYSE:DG,Dollar General Corporation,Consumer Discretionary,55055.29,5.6,62.1,177.7,34220.45,31.6,9.4,7.0,3.6x,24.21,9.05,1.69,15.0,0.7
NasdaqGS:DLTR,"Dollar Tree, Inc.",Consumer Discretionary,31284.33,0.7,50.4,31.8,26321.2,29.4,6.9,5.0,3.5x,24.39,4.12,1.22,10.0,
NYSE:D,"Dominion Energy, Inc.",Utilities,51096.44,-19.1,-17.2,-7.1,13964.0,48.5,27.5,23.5,6.2x,19.24,1.95,3.55,4.0,4.2
NYSE:DPZ,"Domino's Pizza, Inc.",Consumer Discretionary,12604.38,-37.9,21.3,92.1,4357.37,27.7,17.9,11.7,6.2x,25.58,,2.96,76.0,1.1
NYSE:DOV,Dover Corporation,Industrials,19005.33,-24.3,23.0,82.5,7907.08,37.7,16.6,14.2,1.8x,17.49,4.66,2.46,17.0,1.5
NYSE:DOW,Dow Inc.,Materials,35462.43,-6.6,7.6,,54968.0,19.6,15.0,11.5,1.2x,6.01,2.03,0.68,17.0,5.6
NYSE:DTE,DTE Energy Company,Utilities,22770.5,1.2,17.4,48.5,14964.0,22.3,10.1,6.1,7.2x,28.67,2.62,1.52,4.0,3.3
NYSE:DUK,Duke Energy Corporation,Utilities,79308.76,2.0,27.3,50.8,24201.0,49.7,24.4,16.1,5.9x,20.89,1.67,3.21,4.0,3.8
NYSE:DD,"DuPont de Nemours, Inc.",Materials,34094.63,-13.4,13.3,-24.5,12566.0,36.6,15.1,51.5,3.1x,21.25,1.33,2.24,5.0,1.8
NYSE:DXC,DXC Technology Company,Information Technology,6096.73,-17.7,-28.1,-66.1,16642.0,21.4,1.9,-3.7,1.7x,,1.36,0.4,3.0,
NYSE:EMN,Eastman Chemical Company,Materials,9767.88,-30.4,13.3,2.7,10476.0,23.9,17.8,8.2,2.0x,13.03,1.84,1.05,14.0,3.5
NYSE:ETN,Eaton Corporation plc,Industrials,62419.02,-7.2,78.4,129.1,19628.0,32.3,12.8,10.9,2.5x,29.39,3.81,3.19,9.0,1.9
NasdaqGS:EBAY,eBay Inc.,Consumer Discretionary,22504.07,-36.5,20.0,16.6,10420.0,74.6,28.4,130.6,0.6x,109.13,2.52,2.59,13.0,1.7
NYSE:ECL,Ecolab Inc.,Materials,41459.57,-37.1,-22.1,14.4,12733.1,40.9,14.7,8.9,3.2x,37.23,5.78,3.27,10.0,1.3
NYSE:EIX,Edison International,Utilities,24294.87,-2.6,-3.5,24.0,14905.0,58.4,21.2,5.1,5.7x,31.85,1.74,1.62,5.0,4.2
NYSE:EW,Edwards Lifesciences Corporation,Health Care,46128.42,-42.4,-4.1,98.6,5232.5,76.1,30.3,28.7,-0.5x,31.35,7.98,8.89,24.0,
NasdaqGS:EA,Electronic Arts Inc.,Communication Services,33731.48,-6.8,15.0,17.7,6512.0,73.0,14.8,9.8,-0.6x,55.05,4.53,5.36,13.0,0.6
NYSE:ELV,"Elevance Health, Inc.",Health Care,122511.38,11.8,76.1,141.9,138643.0,26.0,6.5,4.4,2.0x,20.74,3.44,0.9,15.0,0.9
NYSE:LLY,Eli Lilly and Company,Health Care,347613.08,34.3,192.2,376.6,28318.4,75.4,29.2,19.7,1.2x,59.78,36.82,11.72,26.0,0.9
NYSE:EMR,Emerson Electric Co.,Industrials,56809.88,5.7,35.7,57.3,17231.0,42.1,17.2,16.0,1.2x,20.98,5.57,3.09,17.0,2.1
NasdaqGM:ENPH,"Enphase Energy, Inc.",Information Technology,36014.31,44.8,914.0,10894.2,1382.05,40.1,16.0,10.5,0.1x,259.96,82.47,25.69,14.0,
NYSE:ETR,Entergy Corporation,Utilities,22891.91,3.6,4.6,67.0,11742.9,41.6,17.2,9.5,6.8x,20.31,1.96,1.93,4.0,3.5
NYSE:EOG,"EOG Resources, Inc.",Energy,76078.69,56.9,81.6,43.5,19777.0,65.9,30.9,23.6,0.1x,16.21,3.42,3.8,21.0,1.6
NYSE:EPAM,"EPAM Systems, Inc.",Information Technology,18849.47,-51.0,54.5,205.1,3758.14,33.9,14.5,12.8,-1.9x,40.21,7.49,4.93,40.0,
NYSE:EQT,EQT Corporation,Energy,12417.17,57.6,217.2,12.9,6741.07,69.3,-14.9,-17.0,7.9x,,1.27,1.62,-6.0,0.4
NYSE:EFX,Equifax Inc.,Industrials,23798.1,-33.1,42.1,73.3,4923.9,59.8,23.1,15.1,3.1x,32.29,6.62,4.81,12.0,0.8
NasdaqGS:EQIX,"Equinix, Inc.",Real Estate,60615.24,-21.1,17.8,58.4,6260.03,44.5,11.9,8.0,5.6x,118.45,5.45,9.39,3.0,1.8
NYSE:EQR,Equity Residential,Real Estate,22297.22,-32.5,-18.8,9.7,2464.0,61.5,25.2,54.1,5.8x,16.64,2.03,8.95,3.0,4.1
NYSE:ESS,"Essex Property Trust, Inc.",Real Estate,13722.63,-37.8,-22.3,2.6,1552.28,69.0,32.1,31.5,6.2x,28.22,2.31,8.88,4.0,3.9
NasdaqGS:ETSY,"Etsy, Inc.",Consumer Discretionary,15054.95,-45.3,170.4,485.7,2329.11,71.9,21.6,21.2,2.7x,35.25,24.2,6.54,21.0,
NYSE:RE,"Everest Re Group, Ltd.",Financials,12974.2,23.7,28.9,69.0,11830.3,13.9,13.3,11.7,,9.57,1.28,1.1,5.0,1.9
NasdaqGS:EVRG,"Evergy, Inc.",Utilities,14444.72,-4.9,7.5,41.2,5586.7,47.4,23.5,15.7,4.9x,16.43,1.56,2.58,5.0,3.5
NYSE:ES,Eversource Energy,Utilities,29202.09,-5.1,7.3,53.5,9863.09,48.2,21.1,12.4,6.4x,23.68,1.98,2.92,5.0,2.9
NasdaqGS:EXC,Exelon Corporation,Utilities,42959.47,8.3,47.3,81.8,17938.0,39.6,16.0,9.5,3.5x,24.84,1.23,1.16,2.0,3.6
NasdaqGS:EXPE,"Expedia Group, Inc.",Consumer Discretionary,13673.56,-51.5,-18.7,-25.0,8598.0,82.3,3.0,0.1,7.5x,,6.63,1.53,3.0,
NasdaqGS:EXPD,"Expeditors International of Washington, Inc.",Industrials,16537.45,-21.7,37.8,70.5,16523.52,13.4,11.6,8.6,-0.6x,12.57,4.97,1.06,85.0,1.1
NYSE:EXR,Extra Space Storage Inc.,Real Estate,19710.57,-32.8,53.4,98.7,1609.72,76.4,53.9,51.4,5.6x,23.76,6.32,12.19,9.0,3.1
NYSE:XOM,Exxon Mobil Corporation,Energy,454247.76,87.4,88.4,71.5,278981.0,32.3,9.6,8.3,1.0x,20.47,2.77,1.69,10.0,3.2
NasdaqGS:FFIV,"F5, Inc.",Information Technology,8663.5,-41.4,2.8,9.4,2665.9,80.9,16.8,12.6,-0.3x,26.38,3.62,3.26,14.0,
NYSE:FDS,FactSet Research Systems Inc.,Financials,15285.39,-16.7,53.6,118.6,1923.98,53.7,30.4,22.1,2.4x,36.53,10.59,7.91,18.0,0.9
NasdaqGS:FAST,Fastenal Company,Industrials,27103.0,-24.3,38.6,97.8,6010.9,46.2,20.3,15.4,0.3x,29.58,8.95,4.53,34.0,2.4
NYSE:FRT,Federal Realty Investment Trust,Real Estate,8205.41,-22.7,-11.0,-8.0,952.47,67.5,32.1,27.5,7.0x,30.99,3.28,8.2,4.0,4.3
NYSE:FDX,FedEx Corporation,Industrials,43715.18,-31.6,20.0,-25.4,94091.0,24.8,5.7,3.5,3.5x,13.59,1.81,0.48,8.0,3.1
NYSE:FIS,"Fidelity National Information Services, Inc.",Information Technology,40260.8,-36.5,-49.0,-22.9,13877.0,37.4,10.0,3.0,4.7x,101.27,0.87,3.01,2.0,2.3
NasdaqGS:FITB,Fifth Third Bancorp,Financials,22520.66,-21.9,19.9,29.2,8297.0,,,33.4,,8.8,1.11,2.78,,3.5
NYSE:FRC,First Republic Bank,Financials,22296.77,-40.6,5.7,45.5,4975.0,,,29.7,,15.87,1.78,4.34,,0.7
NasdaqGS:FSLR,"First Solar, Inc.",Information Technology,15968.45,71.9,167.7,121.8,2923.38,25.3,15.4,16.0,-2.0x,34.2,2.67,5.44,9.0,
NYSE:FE,FirstEnergy Corp.,Utilities,23979.33,4.8,-2.2,67.7,10943.0,67.8,20.4,11.7,6.3x,18.48,2.76,2.09,5.0,3.8
NasdaqGS:FISV,"Fiserv, Inc.",Information Technology,64182.29,-2.6,-12.6,54.2,16226.0,49.9,14.2,8.2,3.8x,50.79,2.12,4.13,4.0,
NYSE:FLT,"FLEETCOR Technologies, Inc.",Information Technology,13546.83,-17.9,-36.2,-4.5,2833.74,80.2,43.8,29.6,3.1x,18.39,5.05,5.32,15.0,
NYSE:FMC,FMC Corporation,Materials,15608.23,15.7,32.2,65.9,5045.2,42.8,22.7,14.7,2.1x,20.03,5.17,3.18,16.0,1.6
NYSE:F,Ford Motor Company,Consumer Discretionary,46758.35,-42.2,32.0,12.3,136341.0,12.1,7.7,13.2,6.4x,2.61,0.96,0.34,5.0,0.9
NasdaqGS:FTNT,"Fortinet, Inc.",Information Technology,38194.63,-32.0,129.0,459.5,3342.2,76.6,19.3,18.2,-2.0x,67.34,50.66,11.94,28.0,
NYSE:FTV,Fortive Corporation,Industrials,22732.18,-15.4,1.8,8.3,5254.7,57.3,15.8,11.6,2.7x,38.94,2.43,4.27,6.0,0.4
NasdaqGS:FOX,Fox Corporation,Communication Services,16020.38,-15.8,-18.4,,13591.0,35.5,19.2,10.6,1.4x,,,,16.0,1.7
NasdaqGS:FOXA,Fox Corporation,Communication Services,16020.38,-16.6,-14.7,,13591.0,35.5,19.2,10.6,1.4x,12.32,1.52,1.29,16.0,1.6
NYSE:BEN,"Franklin Resources, Inc.",Financials,13196.81,-17.5,16.2,-19.2,8654.4,42.5,26.5,22.4,-0.1x,6.98,1.15,1.49,13.0,4.3
NYSE:FCX,Freeport-McMoRan Inc.,Materials,54314.43,-7.3,197.7,111.8,22845.0,47.7,36.7,18.8,0.2x,13.1,3.96,2.44,24.0,1.0
NYSE:GRMN,Garmin Ltd.,Consumer Discretionary,17688.66,-30.2,1.8,76.9,4982.8,58.0,24.5,21.7,-2.2x,16.45,2.91,3.56,25.0,2.9
NYSE:IT,"Gartner, Inc.",Information Technology,26563.26,0.5,118.1,173.0,4733.96,69.5,20.5,16.8,2.2x,36.5,74.64,6.04,29.0,
NasdaqGS:GEHC,GE HealthCare Technologies Inc.,Health Care,26545.97,,,,17585.0,40.8,15.9,12.8,0.0x,,,,15.0,
NasdaqGS:GEN,Gen Digital Inc.,Information Technology,14263.17,-15.8,55.1,45.2,3107.0,83.9,42.0,17.8,6.4x,13.72,,4.53,11.0,2.3
NYSE:GNRC,Generac Holdings Inc.,Industrials,6377.46,-71.4,0.1,103.3,3737.18,36.4,19.9,14.7,1.1x,12.13,2.9,1.69,20.0,
NYSE:GD,General Dynamics Corporation,Industrials,67986.31,21.7,52.0,37.2,38469.0,16.7,11.4,8.5,2.2x,21.48,3.9,1.81,12.0,1.9
NYSE:GE,General Electric Company,Industrials,91554.66,-10.9,-5.0,-34.7,74196.0,24.6,3.6,-8.8,1.7x,,2.28,1.24,2.0,0.5
NYSE:GIS,"General Mills, Inc.",Consumer Staples,49438.86,28.1,72.5,68.9,19367.2,32.7,16.5,15.0,2.9x,17.5,4.89,2.61,13.0,2.5
NYSE:GM,General Motors Company,Consumer Discretionary,47792.24,-42.4,-6.5,-9.5,127004.0,14.2,9.0,7.9,5.1x,5.02,0.84,0.38,6.0,
NYSE:GPC,Genuine Parts Company,Consumer Discretionary,24492.91,26.8,77.9,111.2,18870.51,35.2,6.7,4.8,1.8x,27.85,7.07,1.32,17.0,1.9
NasdaqGS:GILD,"Gilead Sciences, Inc.",Health Care,107676.83,23.6,49.9,45.7,27305.0,79.8,43.7,22.8,1.3x,17.41,5.11,3.95,23.0,3.3
NYSE:GPN,Global Payments Inc.,Information Technology,26856.24,-25.9,-44.6,1.1,8523.76,56.2,20.6,11.3,3.1x,30.19,1.1,3.41,4.0,1.0
NYSE:GL,Globe Life Inc.,Financials,11725.93,29.7,17.5,38.5,5112.87,25.8,19.6,14.6,1.9x,16.7,1.39,2.41,4.0,0.7
NYSE:HAL,Halliburton Company,Energy,35731.64,74.5,67.6,-11.7,15295.0,13.2,11.4,9.5,2.8x,24.14,5.25,2.29,11.0,0.5
NasdaqGS:HAS,"Hasbro, Inc.",Consumer Discretionary,8426.32,-37.9,-36.4,-22.1,5856.7,49.8,14.5,3.5,3.3x,19.68,2.79,1.31,12.0,4.6
NYSE:HCA,"HCA Healthcare, Inc.",Health Care,67840.7,-5.6,66.0,186.2,58752.0,38.3,16.5,11.8,2.8x,11.34,,1.32,24.0,0.8
NYSE:PEAK,"Healthpeak Properties, Inc.",Real Estate,13476.13,-27.5,-17.2,21.6,1896.18,59.5,17.8,26.7,6.2x,115.87,2.07,7.13,2.0,4.8
NasdaqGS:HSIC,"Henry Schein, Inc.",Health Care,10826.18,3.0,19.7,45.8,12401.0,29.6,6.9,5.1,1.0x,17.95,3.2,0.9,14.0,
NYSE:HES,Hess Corporation,Energy,43495.13,94.0,122.9,224.7,7384.0,72.5,26.3,7.6,1.8x,78.35,6.94,5.97,13.0,0.7
NYSE:HPE,Hewlett Packard Enterprise Company,Information Technology,20457.8,4.5,12.1,30.9,27912.0,33.8,8.2,13.3,2.3x,5.71,1.02,0.75,6.0,3.0
NYSE:HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,34174.82,-18.7,14.5,61.3,2444.0,72.2,42.2,16.8,6.9x,86.55,,14.42,9.0,
NasdaqGS:HOLX,"Hologic, Inc.",Health Care,18390.82,-2.3,43.3,75.0,5493.6,70.8,40.6,31.2,0.6x,11.25,4.17,3.48,33.0,
NasdaqGS:HON,Honeywell International Inc.,Industrials,144078.65,4.9,28.6,61.5,34392.0,32.0,21.7,16.1,1.0x,27.09,7.9,4.31,19.0,1.8
NYSE:HRL,Hormel Foods Corporation,Consumer Staples,24889.62,-4.7,7.5,38.7,11969.4,17.0,9.8,7.7,1.7x,26.95,3.48,2.06,11.0,2.2
NasdaqGS:HST,"Host Hotels & Resorts, Inc.",Real Estate,11476.2,-4.6,-9.0,-6.7,2921.0,22.0,-4.3,-0.4,8.5x,,1.78,3.9,-1.0,
NYSE:HWM,Howmet Aerospace Inc.,Industrials,16304.39,24.2,67.9,92.8,4972.0,27.6,16.6,5.2,3.3x,66.8,4.81,3.41,10.0,0.1
NYSE:HPQ,HP Inc.,Information Technology,26390.26,-26.4,43.6,48.9,64869.0,20.8,8.6,10.1,0.8x,4.83,,0.48,88.0,3.1
NYSE:HUM,Humana Inc.,Health Care,64843.42,11.2,42.6,113.7,84193.0,17.8,5.1,3.5,2.2x,22.59,4.1,0.78,15.0,0.5
NasdaqGS:HBAN,Huntington Bancshares Incorporated,Financials,20342.55,-4.4,8.1,20.6,5958.0,,,21.7,,15.67,1.18,2.99,,4.4
NYSE:HII,"Huntington Ingalls Industries, Inc.",Industrials,9204.95,26.3,-1.5,7.9,9524.0,14.4,6.8,5.7,3.1x,17.09,3.29,0.98,9.0,2.0
NYSE:IEX,IDEX Corporation,Industrials,17220.9,-2.2,37.3,83.4,2764.8,44.7,23.7,16.3,0.5x,38.83,6.21,6.28,18.0,0.9
NasdaqGS:IDXX,"IDEXX Laboratories, Inc.",Health Care,33786.01,-38.0,56.2,160.9,3215.36,58.8,29.0,23.2,0.9x,47.44,50.0,10.81,55.0,
NYSE:ITW,Illinois Tool Works Inc.,Industrials,67673.16,-8.5,31.7,49.4,14455.0,41.3,24.2,18.6,1.6x,25.89,19.02,4.8,29.0,2.1
NasdaqGS:ILMN,"Illumina, Inc.",Health Care,31806.06,-46.9,-39.0,-7.5,4526.0,71.3,14.4,16.8,1.3x,40.12,2.96,6.7,5.0,
NasdaqGS:INCY,Incyte Corporation,Health Care,17869.23,9.4,-8.0,-15.2,2986.27,44.9,20.1,31.8,-3.5x,18.81,4.71,5.93,29.0,
NYSE:IR,Ingersoll Rand Inc.,Industrials,21157.37,-15.4,42.7,54.3,5152.4,38.6,12.1,10.9,1.4x,42.14,2.37,4.21,5.0,0.0
NasdaqGS:INTC,Intel Corporation,Information Technology,109076.61,-46.6,-51.7,-34.2,79024.0,55.4,27.9,25.1,0.2x,5.44,1.13,1.36,16.0,5.3
NYSE:ICE,"Intercontinental Exchange, Inc.",Financials,57301.81,-23.9,15.1,54.9,7146.0,100.0,49.7,56.8,3.1x,14.29,2.53,8.07,9.0,1.3
NYSE:IBM,International Business Machines Corporation,Information Technology,127382.36,10.6,27.7,22.2,57351.0,54.9,10.1,10.0,3.9x,27.04,6.69,2.2,6.0,4.7
NYSE:IFF,International Flavors & Fragrances Inc.,Materials,26730.24,-28.3,-12.1,-22.3,11656.0,32.0,5.8,2.3,6.3x,95.31,1.27,2.19,2.0,3.0
NYSE:IP,International Paper Company,Materials,12316.85,-23.0,-9.3,-21.7,19363.0,28.6,8.6,9.0,1.6x,12.11,1.44,0.7,8.0,5.8
NasdaqGS:INTU,Intuit Inc.,Information Technology,109341.76,-39.1,51.5,155.7,11414.0,82.9,22.8,19.0,1.9x,50.06,7.06,9.41,12.0,0.7
NasdaqGS:ISRG,"Intuitive Surgical, Inc.",Health Care,93770.6,-26.1,34.7,118.1,5710.1,69.3,31.9,29.9,-1.9x,56.94,7.98,16.55,16.0,
NYSE:IVZ,Invesco Ltd.,Financials,8181.58,-18.7,13.6,-37.4,6894.5,33.5,25.0,23.6,0.2x,6.02,0.72,1.21,6.0,3.8
NYSE:INVH,Invitation Homes Inc.,Real Estate,18122.19,-33.0,5.4,39.5,1995.07,61.0,27.6,13.1,6.7x,65.87,1.82,8.58,3.0,2.5
NYSE:IQV,IQVIA Holdings Inc.,Health Care,38056.27,-27.4,32.6,109.3,13874.0,33.5,10.4,7.0,4.4x,41.39,6.46,2.83,8.0,
NYSE:IRM,Iron Mountain Incorporated,Real Estate,14492.09,-0.1,89.4,84.6,4491.53,58.0,20.1,10.0,7.4x,32.16,16.88,3.21,7.0,5.0
NasdaqGS:JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,18052.79,-13.9,53.2,58.4,12168.3,16.6,8.6,6.3,0.7x,24.42,5.88,1.51,20.0,0.7
NasdaqGS:JKHY,"Jack Henry & Associates, Inc.",Information Technology,12807.0,6.2,24.5,58.6,1866.02,40.9,23.9,18.5,0.5x,37.68,10.05,6.99,24.0,1.1
NYSE:J,Jacobs Solutions Inc.,Industrials,15202.21,-13.1,36.7,89.5,15340.87,21.8,7.0,4.2,2.2x,54.88,2.55,1.11,10.0,0.8
NYSE:JNJ,Johnson & Johnson,Health Care,461848.53,6.0,30.9,44.3,93775.0,68.2,26.8,22.3,0.1x,22.62,6.27,4.96,20.0,2.4
NYSE:JCI,Johnson Controls International plc,Industrials,43949.05,-19.3,68.5,90.3,24189.0,34.0,11.8,6.5,2.2x,29.21,2.61,1.88,9.0,1.8
